Id,SalePrice
1461,128191.287775
1462,155304.143886
1463,201485.855882
1464,215435.043686
1465,178341.200225
1466,198076.649023
1467,196218.09868
1468,187751.958685
1469,200074.061158
1470,128154.082767
1471,198573.909082
1472,115563.966896
1473,116034.099746
1474,162877.605544
1475,100026.401536
1476,298889.057855
1477,243907.274475
1478,276309.099157
1479,260050.03882
1480,390935.047297
1481,295328.031178
1482,202689.009061
1483,187310.673174
1484,173987.927651
1485,196816.513572
1486,209174.731958
1487,292312.046419
1488,245144.896769
1489,196798.738681
1490,230159.941964
1491,208935.713039
1492,81169.7005749
1493,203579.401118
1494,286848.5448
1495,273184.716372
1496,208109.546193
1497,178618.870851
1498,171311.951571
1499,171603.499274
1500,172932.713732
1501,204321.682698
1502,163023.596499
1503,270207.935222
1504,245214.672357
1505,234001.849636
1506,198476.171377
1507,252765.476945
1508,215714.375723
1509,174511.808614
1510,174242.959247
1511,143645.478417
1512,190198.369461
1513,160750.49937
1514,156107.729691
1515,214576.951422
1516,159053.325512
1517,161417.190548
1518,133691.319091
1519,238015.613768
1520,122941.699047
1521,125577.561914
1522,203507.509891
1523,89479.0184757
1524,100932.234184
1525,103408.135775
1526,96332.5346091
1527,121704.983768
1528,138155.058331
1529,144795.412135
1530,209109.932999
1531,131757.831562
1532,80842.7404367
1533,151744.965658
1534,107337.608041
1535,146958.191905
1536,88297.6411314
1537,92523.344522
1538,144622.018021
1539,192669.271817
1540,96876.509383
1541,149591.39455
1542,138955.859346
1543,165241.199915
1544,64457.5794233
1545,84266.4502368
1546,153691.744689
1547,141257.498126
1548,119154.188384
1549,124366.478786
1550,133373.290802
1551,99832.1453254
1552,128982.93857
1553,138773.26871
1554,96110.1585924
1555,185938.967373
1556,72949.6024013
1557,80243.6618733
1558,79967.8116578
1559,78252.1879653
1560,114400.746058
1561,124774.651135
1562,126826.971761
1563,112301.174393
1564,176694.284496
1565,176227.744481
1566,231857.725405
1567,86233.1643483
1568,240158.30243
1569,155204.633861
1570,143419.721658
1571,106389.52725
1572,142030.290925
1573,217410.625361
1574,148111.663958
1575,246142.212651
1576,279870.431618
1577,190860.663622
1578,143859.646357
1579,152551.531224
1580,207990.947441
1581,156581.712308
1582,129355.608426
1583,299564.694476
1584,237217.642995
1585,150809.274937
1586,68296.1275326
1587,88781.8022546
1588,132097.427717
1589,111002.633675
1590,135957.144384
1591,73310.0910088
1592,137034.651522
1593,120484.342304
1594,106643.729028
1595,109463.80963
1596,201664.373383
1597,176504.906521
1598,195290.549735
1599,168379.805468
1600,177201.726749
1601,44692.1435038
1602,116320.349081
1603,51074.2139147
1604,240716.911768
1605,252655.231016
1606,192816.658849
1607,188613.877831
1608,230883.51252
1609,184842.895864
1610,172221.982417
1611,155986.939711
1612,188361.578922
1613,201265.722939
1614,127861.411854
1615,79261.1889946
1616,67252.6119805
1617,88322.6303508
1618,116435.113455
1619,152383.247739
1620,209098.5957
1621,154414.827159
1622,133541.075358
1623,253503.572526
1624,242371.892072
1625,112106.561008
1626,206934.916007
1627,214106.881315
1628,267208.568335
1629,194171.097899
1630,267762.698828
1631,197023.356605
1632,207742.946032
1633,188462.31941
1634,206292.832788
1635,194436.440608
1636,174810.34731
1637,221099.527792
1638,228433.364445
1639,207602.328828
1640,248949.055102
1641,198166.94543
1642,223828.541859
1643,226822.926131
1644,231226.720801
1645,230994.12493
1646,178527.662351
1647,176592.775869
1648,143961.118739
1649,139584.04173
1650,138962.971546
1651,139819.488929
1652,114759.80647
1653,113774.706812
1654,163885.226181
1655,153940.851821
1656,158518.720912
1657,172024.261393
1658,161182.537857
1659,122145.553798
1660,179402.978287
1661,367964.558294
1662,308364.091671
1663,308797.664328
1664,373384.568192
1665,281719.474288
1666,301309.602244
1667,311342.685445
1668,288867.364798
1669,257732.40991
1670,289409.812115
1671,269451.679866
1672,346622.304647
1673,283728.142923
1674,259150.117615
1675,201697.155892
1676,198453.351816
1677,218099.061513
1678,370096.411159
1679,318675.237156
1680,258734.655733
1681,227301.361147
1682,293053.526741
1683,198148.701671
1684,199878.403873
1685,190408.053036
1686,178190.046519
1687,186101.452198
1688,213926.867122
1689,213081.148994
1690,212084.189543
1691,204632.499326
1692,252126.780215
1693,177102.727251
1694,196669.65336
1695,181470.257383
1696,269160.128692
1697,183925.45865
1698,317586.240886
1699,295347.881867
1700,246183.694969
1701,266193.985511
1702,257156.824192
1703,265942.726967
1704,271025.57082
1705,233481.450441
1706,340036.344132
1707,210153.529116
1708,214276.741013
1709,275823.574884
1710,228512.09315
1711,262684.259774
1712,251227.699321
1713,264587.133778
1714,221868.331749
1715,203044.381773
1716,202546.546164
1717,189971.556094
1718,132061.244616
1719,214726.130011
1720,244023.550947
1721,197061.41194
1722,127894.907299
1723,180230.947512
1724,218563.13419
1725,229232.481885
1726,197525.423181
1727,160815.757964
1728,195140.323242
1729,174931.426157
1730,159117.708271
1731,126696.913588
1732,156527.299208
1733,111359.312345
1734,122890.177622
1735,124983.905598
1736,112612.094885
1737,293037.896354
1738,248556.843623
1739,264253.840271
1740,235526.831237
1741,210652.109914
1742,179953.874121
1743,185400.70359
1744,272940.866634
1745,200945.94371
1746,210355.932161
1747,230338.595572
1748,238584.879013
1749,186899.192375
1750,141920.806229
1751,261305.70196
1752,110390.984937
1753,168421.002876
1754,237139.503967
1755,188900.360637
1756,141743.358894
1757,100066.709618
1758,166447.721472
1759,181067.646861
1760,198293.339806
1761,196710.756673
1762,171813.188779
1763,170864.541108
1764,104432.906846
1765,167514.778559
1766,201200.862275
1767,243223.745623
1768,132962.915262
1769,172148.779791
1770,146279.297682
1771,119437.508838
1772,137307.837577
1773,141459.438771
1774,161309.12124
1775,115124.074345
1776,122863.379256
1777,89442.8739988
1778,120174.923731
1779,119504.244619
1780,170687.894778
1781,109932.425022
1782,79520.6375763
1783,155193.540093
1784,83797.7929796
1785,108300.312886
1786,113874.886801
1787,162362.223313
1788,48293.7939404
1789,101117.894291
1790,80686.247395
1791,232025.47121
1792,165570.590712
1793,147493.587211
1794,152873.221669
1795,121850.548664
1796,111397.763791
1797,151252.550334
1798,103340.861158
1799,92696.144634
1800,107017.735909
1801,137779.967398
1802,150997.250718
1803,172170.231104
1804,144617.611354
1805,134597.115804
1806,109264.66514
1807,119308.671296
1808,134792.522606
1809,99766.1972973
1810,145405.146551
1811,57576.5555222
1812,69588.1517423
1813,114251.022138
1814,72394.1884775
1815,40396.7346589
1816,74084.2333911
1817,116378.973121
1818,140227.764791
1819,119075.399618
1820,60957.2186841
1821,76442.3721238
1822,144384.097883
1823,37097.2504751
1824,123309.473147
1825,135707.968521
1826,85748.5734124
1827,89335.3058316
1828,126246.144545
1829,163420.718839
1830,131234.971899
1831,138190.23457
1832,93055.6713625
1833,119982.724083
1834,104015.616382
1835,150153.203523
1836,99834.7081899
1837,73832.1181617
1838,95312.289684
1839,86878.053899
1840,144093.546167
1841,114814.555925
1842,90170.8887063
1843,172179.931958
1844,146646.813416
1845,150688.657795
1846,162091.758518
1847,179678.094761
1848,28296.2772591
1849,113579.666282
1850,105530.441705
1851,130823.741899
1852,125101.292334
1853,133958.642242
1854,171824.822464
1855,167424.415453
1856,234134.543116
1857,145262.121971
1858,145575.224041
1859,115816.234051
1860,174407.921887
1861,115243.058671
1862,309027.057022
1863,307806.804128
1864,307818.333586
1865,288950.495925
1866,291072.124124
1867,250220.034818
1868,283827.739474
1869,214692.702633
1870,238665.134781
1871,248816.596084
1872,195329.958821
1873,239157.189177
1874,149605.135564
1875,205574.601079
1876,220663.520333
1877,213544.576552
1878,226527.683475
1879,123197.406949
1880,139198.247636
1881,264582.803134
1882,253335.44175
1883,200916.876585
1884,211620.584818
1885,234909.687304
1886,260553.218746
1887,223958.958139
1888,272130.315828
1889,195104.509607
1890,145385.664479
1891,146457.745365
1892,90308.4773852
1893,110689.136075
1894,113266.775514
1895,140100.776202
1896,115120.406054
1897,127724.847616
1898,116756.599726
1899,126756.141876
1900,125535.473848
1901,151362.314894
1902,141467.203167
1903,182008.892607
1904,125269.393839
1905,199081.597194
1906,156507.156421
1907,225309.487104
1908,128245.117148
1909,153448.531273
1910,140128.106001
1911,222120.736138
1912,266981.652607
1913,188047.733096
1914,51247.5622103
1915,242293.107352
1916,61219.1653591
1917,254147.138758
1918,145087.391682
1919,202796.094356
1920,183636.103735
1921,316520.180932
1922,270830.897788
1923,215679.325636
1924,267125.182201
1925,220045.077184
1926,303503.48031
1927,129810.232347
1928,183529.225482
1929,117578.776144
1930,141777.345282
1931,164708.667361
1932,157274.617454
1933,180275.649668
1934,200718.36687
1935,199255.342827
1936,197367.701421
1937,205648.412777
1938,180382.41989
1939,209628.721002
1940,178838.173971
1941,197309.543627
1942,195950.410316
